ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 0004356,2018-09-11,2018-09-25,20,Distributor,NZD,GUT930,83,7,5,3470.6,2151.772,17353.0,10758.86,6594.14
SO - 0005814,2018-09-11,2018-09-14,39,Distributor,NZD,GUT930,23,3,9,5226.0,4442.1,47034.0,39978.9,7055.100000000006
SO - 0001979,2018-09-13,2018-09-19,7,Distributor,NZD,GUT930,96,9,12,1835.8,1193.27,22029.6,14319.24,7710.36
SO - 0001655,2018-09-14,2018-09-23,10,Distributor,NZD,GUT930,52,1,10,1105.5,563.8050000000001,11055.0,5638.050000000001,5416.949999999999
SO - 0004722,2018-09-14,2018-09-17,44,Distributor,NZD,GUT930,58,5,6,1045.2,867.516,6271.200000000001,5205.096,1066.1040000000012
SO - 0001112,2018-09-16,2018-10-01,2,Distributor,NZD,GUT930,81,12,6,6505.7,5399.731,39034.2,32398.386,6635.813999999999
SO - 0005219,2018-09-18,2018-09-28,4,Distributor,NZD,GUT930,16,7,11,3999.9,3119.922,43998.9,34319.142,9679.758
SO - 0005182,2018-09-19,2018-09-28,8,Distributor,NZD,GUT930,85,11,8,1212.7,557.8420000000001,9701.6,4462.736000000001,5238.864
SO - 0004307,2018-09-20,2018-09-27,15,Distributor,NZD,GUT930,52,9,6,5360.0,3644.8,32160.0,21868.800000000003,10291.199999999995
SO - 0005604,2018-09-21,2018-09-24,4,Distributor,NZD,GUT930,17,1,8,3859.2,2045.376,30873.6,16363.008000000002,14510.592
SO - 000441,2018-09-23,2018-10-02,33,Distributor,NZD,GUT930,25,6,10,964.8,492.04800000000006,9648.0,4920.4800000000005,4727.52
SO - 0001431,2018-09-24,2018-10-05,21,Distributor,NZD,GUT930,100,5,6,1018.4,488.832,6110.4,2932.992,3177.4079999999994
SO - 0004911,2018-09-24,2018-09-30,35,Distributor,NZD,GUT930,51,1,12,2673.3,1229.718,32079.6,14756.616000000002,17322.984
SO - 0004115,2018-09-25,2018-10-10,45,Distributor,NZD,GUT930,2,2,7,884.4,610.236,6190.8,4271.652,1919.148
SO - 0001726,2018-09-26,2018-10-03,40,Distributor,NZD,GUT930,78,9,9,1092.1,808.1540000000001,9828.9,7273.386000000001,2555.514
SO - 0006629,2018-09-26,2018-10-07,23,Distributor,NZD,GUT930,68,7,5,3953.0,1581.2,19765.0,7906.0,11859.0
SO - 000613,2018-09-29,2018-10-04,3,Distributor,NZD,GUT930,14,1,11,1051.9,694.2540000000001,11570.9,7636.794000000002,3934.106
SO - 0007091,2018-09-30,2018-10-05,2,Distributor,NZD,GUT930,19,7,9,6438.7,3670.059,57948.3,33030.530999999995,24917.769
SO - 000960,2018-10-02,2018-10-16,13,Distributor,NZD,GUT930,81,5,11,1179.2,813.648,12971.2,8950.128,4021.072
SO - 0001340,2018-10-03,2018-10-18,30,Distributor,NZD,GUT930,39,7,5,2237.8,1297.924,11189.0,6489.62,4699.38
SO - 0001923,2018-10-03,2018-10-19,25,Distributor,NZD,GUT930,48,7,12,6344.9000000000015,3806.94,76138.8,45683.28,30455.520000000004
SO - 000217,2018-10-04,2018-10-15,3,Distributor,NZD,GUT930,82,11,10,1809.0,1302.48,18090.0,13024.8,5065.200000000001
SO - 0001556,2018-10-06,2018-10-16,43,Distributor,NZD,GUT930,88,1,5,3919.5,2038.14,19597.5,10190.7,9406.8
SO - 0003782,2018-10-06,2018-10-13,15,Distributor,NZD,GUT930,25,13,8,1005.0,743.7,8040.0,5949.6,2090.4
SO - 0001346,2018-10-08,2018-10-11,34,Distributor,NZD,GUT930,52,1,5,2371.8,1541.67,11859.0,7708.35,4150.65
SO - 0005896,2018-10-08,2018-10-11,44,Distributor,NZD,GUT930,33,7,8,2452.2000000000003,1642.9740000000004,19617.6,13143.792000000003,6473.807999999999
SO - 0004972,2018-10-09,2018-10-23,24,Distributor,NZD,GUT930,59,9,9,1025.1,830.3310000000001,9225.9,7472.979000000001,1752.9210000000005
SO - 0001016,2018-10-11,2018-10-24,22,Distributor,NZD,GUT930,77,11,7,1025.1,758.574,7175.700000000001,5310.018,1865.6820000000007
SO - 0002910,2018-10-12,2018-10-25,24,Distributor,NZD,GUT930,86,9,5,1018.4,794.352,5092.0,3971.76,1120.2400000000002
SO - 0005876,2018-10-12,2018-10-25,47,Distributor,NZD,GUT930,66,1,11,3953.0,2767.1,43483.0,30438.1,13044.9
SO - 0005116,2018-10-13,2018-10-31,36,Distributor,NZD,GUT930,55,7,11,2639.8,1689.4720000000002,29037.800000000003,18584.192000000003,10453.608
SO - 0006883,2018-10-14,2018-10-20,42,Distributor,NZD,GUT930,17,14,12,1246.2,834.954,14954.4,10019.448,4934.952000000001
SO - 0006887,2018-10-16,2018-10-30,47,Distributor,NZD,GUT930,93,7,9,1072.0,493.12,9648.0,4438.08,5209.92
SO - 0006959,2018-10-16,2018-10-24,21,Distributor,NZD,GUT930,11,1,8,1072.0,621.76,8576.0,4974.08,3601.92
SO - 0004959,2018-10-17,2018-11-02,12,Distributor,NZD,GUT930,70,1,5,1011.7,566.5520000000001,5058.5,2832.7600000000007,2225.74
SO - 000987,2018-10-18,2018-10-29,42,Distributor,NZD,GUT930,6,11,9,964.8,627.1200000000001,8683.2,5644.080000000001,3039.12
SO - 0004991,2018-10-18,2018-10-29,23,Distributor,NZD,GUT930,33,9,10,3731.9,2948.201,37319.0,29482.01,7836.989999999998
SO - 0006442,2018-10-18,2018-10-27,41,Distributor,NZD,GUT930,63,1,6,1078.7,862.96,6472.200000000001,5177.76,1294.4400000000005
SO - 0006513,2018-10-18,2018-11-01,14,Distributor,NZD,GUT930,46,11,10,1072.0,718.24,10720.0,7182.4,3537.6000000000004
SO - 0002290,2018-10-19,2018-10-25,7,Distributor,NZD,GUT930,26,7,6,6298.0,3337.94,37788.0,20027.64,17760.36
SO - 0005114,2018-10-19,2018-10-26,28,Distributor,NZD,GUT930,10,1,11,1701.8,1429.512,18719.8,15724.632,2995.168
SO - 0001523,2018-10-21,2018-10-30,13,Distributor,NZD,GUT930,19,2,5,6137.2,4234.668,30686.0,21173.34,9512.660000000003
SO - 0004607,2018-10-21,2018-10-26,33,Distributor,NZD,GUT930,61,5,7,2331.6,1492.224,16321.2,10445.568,5875.632
SO - 000883,2018-10-22,2018-11-09,3,Distributor,NZD,GUT930,60,2,6,797.3,454.461,4783.8,2726.766,2057.034
SO - 0001527,2018-10-22,2018-11-07,22,Distributor,NZD,GUT930,94,7,7,6291.3,4844.301,44039.1,33910.107,10128.992999999997
SO - 0002177,2018-10-27,2018-11-06,42,Distributor,NZD,GUT930,41,1,5,931.3,707.788,4656.5,3538.94,1117.56
SO - 0003445,2018-10-29,2018-11-15,31,Distributor,NZD,GUT930,35,9,9,1085.4,586.1160000000001,9768.6,5275.044000000001,4493.556
SO - 0006422,2018-10-29,2018-11-12,18,Distributor,NZD,GUT930,90,5,10,2646.5,1879.015,26465.0,18790.15,7674.850000000001
SO - 0007875,2018-10-30,2018-11-08,43,Distributor,NZD,GUT930,30,7,11,1956.4,939.072,21520.4,10329.792,11190.608000000002
SO - 0001202,2018-11-03,2018-11-17,48,Distributor,NZD,GUT930,25,7,9,1896.1,1573.763,17064.9,14163.867000000002,2901.0329999999994
SO - 0001248,2018-11-03,2018-11-12,38,Distributor,NZD,GUT930,34,13,10,1929.6,1254.2400000000002,19296.0,12542.4,6753.599999999999
SO - 0002042,2018-11-03,2018-11-21,12,Distributor,NZD,GUT930,52,2,8,2519.2000000000003,1259.6,20153.6,10076.8,10076.8
SO - 0005942,2018-11-03,2018-11-07,24,Distributor,NZD,GUT930,31,11,12,5822.3,4599.617,69867.6,55195.404,14672.196000000004
SO - 0006723,2018-11-03,2018-11-07,13,Distributor,NZD,GUT930,33,13,8,1065.3,426.12,8522.4,3408.96,5113.44
SO - 0004765,2018-11-04,2018-11-07,34,Distributor,NZD,GUT930,74,13,9,2626.4,1575.84,23637.6,14182.56,9455.04
SO - 0005399,2018-11-04,2018-11-07,14,Distributor,NZD,GUT930,77,13,7,2680.0,2278.0,18760.0,15946.0,2814.0
SO - 0001041,2018-11-05,2018-11-19,46,Distributor,NZD,GUT930,40,9,12,2224.4,1401.372,26692.800000000003,16816.464,9876.336000000005
SO - 000817,2018-11-06,2018-11-15,20,Distributor,NZD,GUT930,23,1,9,5782.1,4625.68,52038.9,41631.12,10407.78
SO - 0007501,2018-11-06,2018-11-17,32,Distributor,NZD,GUT930,1,1,8,3959.7,2098.641,31677.6,16789.128,14888.472000000002
SO - 0004187,2018-11-08,2018-11-12,12,Distributor,NZD,GUT930,93,7,11,1078.7,668.794,11865.7,7356.733999999999,4508.966
SO - 0001844,2018-11-09,2018-11-16,5,Distributor,NZD,GUT930,59,4,7,871.0,661.96,6097.0,4633.72,1463.2799999999995
SO - 0005558,2018-11-09,2018-11-26,50,Distributor,NZD,GUT930,22,9,10,1721.9,774.855,17219.0,7748.55,9470.45
SO - 0006893,2018-11-09,2018-11-25,27,Distributor,NZD,GUT930,19,1,8,3852.5,2311.5,30820.0,18492.0,12328.0
SO - 0002926,2018-11-10,2018-11-15,13,Distributor,NZD,GUT930,14,13,12,1708.5,1247.205,20502.0,14966.46,5535.540000000001
SO - 0001064,2018-11-11,2018-11-27,41,Distributor,NZD,GUT930,45,1,5,5293.0,2858.2200000000003,26465.0,14291.100000000002,12173.899999999998
SO - 0002174,2018-11-12,2018-11-20,46,Distributor,NZD,GUT930,10,13,7,2579.5,2140.985,18056.5,14986.894999999997,3069.605000000003
SO - 0005292,2018-11-13,2018-11-27,5,Distributor,NZD,GUT930,58,12,6,1092.1,753.5490000000002,6552.6,4521.294000000001,2031.306
SO - 000355,2018-11-14,2018-11-21,41,Distributor,NZD,GUT930,58,5,11,1092.1,622.4970000000001,12013.100000000002,6847.467000000001,5165.633000000002
SO - 0006279,2018-11-14,2018-11-21,43,Distributor,NZD,GUT930,11,7,7,3845.8,1538.3200000000002,26920.6,10768.240000000002,16152.36
SO - 0002884,2018-11-15,2018-11-20,33,Distributor,NZD,GUT930,8,3,6,1092.1,611.5760000000001,6552.6,3669.456000000001,2883.144
SO - 0007948,2018-11-18,2018-11-26,20,Distributor,NZD,GUT930,13,7,5,978.2,606.484,4891.0,3032.42,1858.58
SO - 0003629,2018-11-19,2018-12-01,28,Distributor,NZD,GUT930,74,5,12,1045.2,606.216,12542.4,7274.592,5267.808000000001
SO - 000425,2018-11-23,2018-11-27,29,Distributor,NZD,GUT930,19,6,7,3926.2,2120.148,27483.4,14841.036,12642.364
SO - 0004425,2018-11-23,2018-11-29,34,Distributor,NZD,GUT930,5,9,5,904.5,470.34,4522.5,2351.7000000000003,2170.8
SO - 0007225,2018-11-25,2018-12-13,14,Distributor,NZD,GUT930,72,14,8,1695.1,830.599,13560.8,6644.792,6916.008000000001
SO - 0004204,2018-11-26,2018-11-30,12,Distributor,NZD,GUT930,13,1,12,1065.3,862.893,12783.6,10354.716,2428.883999999998
SO - 000825,2018-11-28,2018-12-03,50,Distributor,NZD,GUT930,8,11,12,2378.5,1546.025,28542.0,18552.300000000003,9989.699999999997
SO - 0004962,2018-11-28,2018-12-11,44,Distributor,NZD,GUT930,64,4,8,5996.5,5097.025,47972.0,40776.2,7195.800000000002
SO - 0001019,2018-11-30,2018-12-07,14,Distributor,NZD,GUT930,33,9,5,1849.2,1331.424,9246.0,6657.12,2588.88
SO - 000894,2018-12-01,2018-12-08,23,Distributor,NZD,GUT930,65,6,10,750.4,600.32,7504.0,6003.200000000001,1500.7999999999993
SO - 0005890,2018-12-04,2018-12-15,31,Distributor,NZD,GUT930,35,8,7,2003.3,901.485,14023.1,6310.395,7712.705
SO - 0007717,2018-12-04,2018-12-09,1,Distributor,NZD,GUT930,18,7,9,1005.0,633.15,9045.0,5698.35,3346.6500000000005
SO - 0002887,2018-12-06,2018-12-10,34,Distributor,NZD,GUT930,76,10,6,167.5,68.675,1005.0,412.05,592.95
SO - 0004037,2018-12-07,2018-12-16,48,Distributor,NZD,GUT930,67,2,11,2298.1,1034.145,25279.1,11375.595,13903.505
SO - 0002731,2018-12-08,2018-12-20,20,Distributor,NZD,GUT930,18,2,12,1996.6,1317.756,23959.2,15813.072,8146.128
SO - 0007578,2018-12-09,2018-12-18,18,Distributor,NZD,GUT930,51,9,9,951.4,704.036,8562.6,6336.324,2226.2760000000007
SO - 0008000,2018-12-09,2018-12-21,13,Distributor,NZD,GUT930,98,4,11,2546.0,1731.2800000000002,28006.0,19044.08,8961.919999999998
SO - 000578,2018-12-10,2018-12-14,16,Distributor,NZD,GUT930,100,2,9,1862.6,1247.9420000000002,16763.4,11231.478000000005,5531.922
SO - 0007150,2018-12-10,2018-12-15,4,Distributor,NZD,GUT930,18,4,9,864.3,406.221,7778.7,3655.989,4122.711000000001
SO - 0007363,2018-12-11,2018-12-21,49,Distributor,NZD,GUT930,29,5,11,1929.6,868.32,21225.6,9551.52,11674.080000000002
SO - 0001147,2018-12-12,2018-12-21,42,Distributor,NZD,GUT930,39,1,9,978.2,753.214,8803.800000000001,6778.926,2024.8740000000007
SO - 0003289,2018-12-12,2018-12-30,16,Distributor,NZD,GUT930,34,1,10,1916.2,1475.4740000000002,19162.0,14754.740000000002,4407.259999999998
SO - 0001501,2018-12-13,2018-12-19,23,Distributor,NZD,GUT930,61,1,7,1125.6,697.8720000000001,7879.2,4885.104,2994.0960000000005
SO - 0001403,2018-12-16,2018-12-28,50,Distributor,NZD,GUT930,31,5,10,1005.0,452.25,10050.0,4522.5,5527.5
SO - 0005945,2018-12-16,2018-12-19,40,Distributor,NZD,GUT930,31,12,5,5956.3,3216.4020000000005,29781.5,16082.010000000002,13699.489999999998
SO - 0001646,2018-12-17,2019-01-04,44,Distributor,NZD,GUT930,97,9,11,227.8,186.796,2505.8,2054.756,451.0440000000003
SO - 0003831,2018-12-17,2018-12-28,4,Distributor,NZD,GUT930,50,5,7,3886.0,2409.32,27202.0,16865.24,10336.759999999998
SO - 0001742,2018-12-19,2018-12-29,20,Distributor,NZD,GUT930,22,8,10,991.6,545.3800000000001,9916.0,5453.800000000001,4462.199999999999
SO - 0006729,2018-12-19,2018-12-29,36,Distributor,NZD,GUT930,28,1,12,3504.1,1401.64,42049.2,16819.68,25229.52
SO - 0003992,2018-12-21,2019-01-05,15,Distributor,NZD,GUT930,72,7,12,2425.4,1722.034,29104.800000000003,20664.408,8440.392000000003
SO - 0008028,2018-12-21,2019-01-05,40,Distributor,NZD,GUT930,67,1,9,984.9,728.826,8864.1,6559.434,2304.666
SO - 0001800,2018-12-25,2019-01-11,9,Distributor,NZD,GUT930,90,1,6,180.9,130.248,1085.4,781.4879999999998,303.91200000000015
SO - 0002305,2018-12-26,2019-01-12,39,Distributor,NZD,GUT930,62,2,11,2633.1,1737.846,28964.1,19116.306,9847.793999999998
SO - 0002928,2018-12-27,2019-01-01,24,Distributor,NZD,GUT930,45,1,9,254.6,190.95,2291.4,1718.55,572.8500000000001
SO - 0003301,2018-12-27,2018-12-30,11,Distributor,NZD,GUT930,22,7,9,1742.0,1027.78,15678.0,9250.02,6427.98
SO - 0004667,2018-12-27,2019-01-13,26,Distributor,NZD,GUT930,33,7,12,3865.9,1855.632,46390.8,22267.584000000003,24123.216
SO - 000866,2018-12-31,2019-01-07,21,Distributor,NZD,GUT930,18,9,12,1112.2,578.344,13346.4,6940.128000000001,6406.272000000001
SO - 0006130,2018-12-31,2019-01-16,6,Distributor,NZD,GUT930,4,2,9,3745.3,2808.9750000000004,33707.700000000004,25280.775,8426.925000000003
SO - 0004442,2019-01-01,2019-01-07,50,Distributor,NZD,GUT930,92,11,7,1132.3,758.641,7926.0999999999985,5310.487,2615.6129999999994
SO - 0004814,2019-01-01,2019-01-05,12,Distributor,NZD,GUT930,90,13,8,1078.7,809.0250000000002,8629.6,6472.200000000001,2157.4
SO - 0002920,2019-01-02,2019-01-15,20,Distributor,NZD,GUT930,94,5,5,1058.6,550.4720000000001,5293.000000000001,2752.3600000000006,2540.6400000000003
SO - 0005646,2019-01-02,2019-01-11,46,Distributor,NZD,GUT930,86,11,7,1085.4,445.014,7597.800000000002,3115.098,4482.702000000001
SO - 0003880,2019-01-03,2019-01-13,48,Distributor,NZD,GUT930,40,5,9,207.7,157.852,1869.3,1420.668,448.63200000000006
SO - 0005702,2019-01-04,2019-01-10,9,Distributor,NZD,GUT930,84,13,6,3912.8,1839.016,23476.800000000003,11034.096,12442.704000000002
SO - 0004836,2019-01-06,2019-01-14,18,Distributor,NZD,GUT930,50,2,8,1701.8,1055.116,13614.4,8440.928,5173.472
SO - 0008071,2019-01-09,2019-01-12,13,Distributor,NZD,GUT930,23,2,8,5427.0,2496.42,43416.0,19971.36,23444.64
SO - 0004561,2019-01-11,2019-01-26,27,Distributor,NZD,GUT930,30,7,11,5313.1,2550.288,58444.100000000006,28053.168,30390.932000000004
SO - 0005447,2019-01-11,2019-01-27,47,Distributor,NZD,GUT930,60,7,12,1969.8,1615.236,23637.6,19382.832,4254.768
SO - 0003865,2019-01-12,2019-01-26,43,Distributor,NZD,GUT930,75,1,10,911.2,728.96,9112.0,7289.6,1822.4
SO - 0007646,2019-01-13,2019-01-27,12,Distributor,NZD,GUT930,34,4,7,3886.0,2914.5,27202.0,20401.5,6800.5
SO - 000393,2019-01-16,2019-01-20,26,Distributor,NZD,GUT930,41,13,10,1118.9,895.1200000000001,11189.0,8951.2,2237.7999999999997
SO - 0001397,2019-01-16,2019-02-01,35,Distributor,NZD,GUT930,24,2,5,2338.3,1800.4910000000002,11691.5,9002.455000000002,2689.0449999999983
SO - 0004362,2019-01-16,2019-01-29,39,Distributor,NZD,GUT930,13,7,12,1112.2,734.052,13346.4,8808.624,4537.776000000002
SO - 0005343,2019-01-16,2019-02-01,12,Distributor,NZD,GUT930,77,8,5,2619.7000000000003,1152.668,13098.500000000002,5763.34,7335.160000000002
SO - 000682,2019-01-17,2019-01-25,18,Distributor,NZD,GUT930,27,14,8,2405.3,1683.71,19242.4,13469.68,5772.720000000001
SO - 000860,2019-01-17,2019-01-21,29,Distributor,NZD,GUT930,18,4,10,3189.2000000000003,2264.332,31892.000000000004,22643.32,9248.680000000004
SO - 0007354,2019-01-17,2019-01-27,37,Distributor,NZD,GUT930,70,2,6,3845.8,2845.8920000000003,23074.800000000003,17075.352000000003,5999.448
SO - 000560,2019-01-18,2019-02-05,21,Distributor,NZD,GUT930,21,9,8,2425.4,1042.922,19403.2,8343.376,11059.824
SO - 0004961,2019-01-18,2019-02-05,2,Distributor,NZD,GUT930,62,6,10,6070.2,4127.736,60702.0,41277.36,19424.64
SO - 0003515,2019-01-22,2019-02-04,30,Distributor,NZD,GUT930,77,3,8,1956.4,782.56,15651.2,6260.4800000000005,9390.72
SO - 0001627,2017-01-06,2017-01-09,47,Distributor,NZD,AXW291,58,14,10,3959.7,3009.3720000000003,39597.0,30093.72,9503.28
SO - 0003170,2017-01-14,2017-02-01,23,Distributor,NZD,AXW291,55,14,11,1969.8,827.3159999999998,21667.8,9100.475999999999,12567.324
SO - 0005016,2017-01-16,2017-01-20,50,Distributor,NZD,AXW291,48,13,10,2619.7000000000003,1938.578,26197.000000000004,19385.78,6811.220000000001
SO - 0001373,2017-01-18,2017-01-29,17,Distributor,NZD,AXW291,60,5,12,2532.6,1848.798,30391.2,22185.576,8205.623999999996
SO - 0007123,2017-01-21,2017-01-30,38,Distributor,NZD,AXW291,93,9,11,1005.0,532.65,11055.0,5859.15,5195.85
SO - 0003376,2017-01-24,2017-01-31,41,Distributor,NZD,AXW291,30,5,9,187.6,138.82399999999998,1688.4,1249.416,438.9839999999999
SO - 0006474,2017-01-31,2017-02-14,28,Distributor,NZD,AXW291,50,5,7,6217.6,4974.080000000001,43523.2,34818.560000000005,8704.64
SO - 0003708,2017-02-01,2017-02-19,14,Distributor,NZD,AXW291,55,5,6,187.6,146.328,1125.6,877.968,247.63199999999983
SO - 0006403,2017-02-02,2017-02-11,6,Distributor,NZD,AXW291,53,10,5,1333.3,986.642,6666.5,4933.21,1733.29
SO - 0007986,2017-02-02,2017-02-16,18,Distributor,NZD,AXW291,88,9,7,1132.3,532.1809999999999,7926.0999999999985,3725.267,4200.8330000000005
SO - 0004408,2017-02-03,2017-02-15,44,Distributor,NZD,AXW291,79,5,7,1145.7,836.361,8019.9000000000015,5854.527,2165.3730000000005
SO - 0007882,2017-02-04,2017-02-14,43,Distributor,NZD,AXW291,47,5,6,931.3,791.605,5587.8,4749.63,838.17
SO - 0002749,2017-02-08,2017-02-18,37,Distributor,NZD,AXW291,44,13,10,1098.8,879.04,10988.0,8790.4,2197.6000000000004
SO - 0006636,2017-02-13,2017-02-24,40,Distributor,NZD,AXW291,76,5,7,241.2,178.488,1688.4,1249.416,438.98400000000015
SO - 0007447,2017-02-13,2017-02-17,15,Distributor,NZD,AXW291,71,9,9,5071.9000000000015,4311.115000000001,45647.100000000006,38800.035,6847.065000000001
SO - 0002732,2017-02-14,2017-02-22,23,Distributor,NZD,AXW291,50,13,8,2546.0,2062.26,20368.0,16498.08,3869.9199999999983
SO - 0004490,2017-02-14,2017-02-27,18,Distributor,NZD,AXW291,23,13,5,3095.4,2631.09,15477.0,13155.45,2321.5499999999997
SO - 0007985,2017-02-15,2017-02-24,7,Distributor,NZD,AXW291,88,9,8,884.4,512.952,7075.2,4103.616,2971.584
SO - 0004350,2017-02-17,2017-03-02,41,Distributor,NZD,AXW291,65,13,6,1125.6,607.8240000000001,6753.6,3646.944,3106.656
SO - 0008012,2017-02-22,2017-03-02,38,Distributor,NZD,AXW291,25,6,8,1802.3,1117.426,14418.4,8939.408,5478.992
SO - 0007902,2017-02-23,2017-03-11,37,Distributor,NZD,AXW291,25,5,10,5299.7,3444.805,52997.0,34448.05,18548.950000000004
SO - 0002341,2017-02-24,2017-03-02,38,Distributor,NZD,AXW291,44,9,8,227.8,104.788,1822.4,838.3040000000002,984.096
SO - 0006479,2017-02-24,2017-03-06,48,Distributor,NZD,AXW291,53,13,11,268.0,112.56,2948.0,1238.16,1709.84
SO - 0001160,2017-02-26,2017-03-09,41,Distributor,NZD,AXW291,24,3,5,3819.0,3055.2000000000003,19095.0,15276.000000000002,3818.999999999998
SO - 0003314,2017-03-06,2017-03-09,31,Distributor,NZD,AXW291,31,9,12,4006.6,2123.498,48079.2,25481.976,22597.223999999995
SO - 000394,2017-03-11,2017-03-28,17,Distributor,NZD,AXW291,51,13,6,1139.0,933.98,6834.0,5603.879999999999,1230.1200000000008
SO - 0004978,2017-03-12,2017-03-28,6,Distributor,NZD,AXW291,95,3,10,1011.7,667.7220000000001,10117.0,6677.220000000001,3439.779999999999
SO - 0002971,2017-03-16,2017-03-30,14,Distributor,NZD,AXW291,6,13,7,167.5,90.45,1172.5,633.15,539.35
SO - 0003883,2017-03-16,2017-03-19,40,Distributor,NZD,AXW291,76,13,6,1681.7,790.399,10090.2,4742.394,5347.8060000000005
SO - 0006186,2017-03-16,2017-03-31,47,Distributor,NZD,AXW291,49,5,10,1735.3,815.591,17353.0,8155.91,9197.09
SO - 0001887,2017-03-20,2017-03-30,19,Distributor,NZD,AXW291,42,9,9,1775.5,1349.38,15979.5,12144.420000000002,3835.0799999999986
SO - 0007221,2017-03-29,2017-04-04,14,Distributor,NZD,AXW291,33,9,8,2304.8,1129.352,18438.4,9034.816,9403.584
SO - 0006810,2017-04-02,2017-04-05,11,Distributor,NZD,AXW291,66,9,7,5473.9000000000015,2463.255,38317.3,17242.785,21074.515000000003
SO - 0006945,2017-04-07,2017-04-19,35,Distributor,NZD,AXW291,33,5,6,3993.2,1677.144,23959.2,10062.864,13896.336
SO - 0006642,2017-04-08,2017-04-21,27,Distributor,NZD,AXW291,62,4,7,2505.8,1804.176,17540.600000000002,12629.232000000002,4911.368
SO - 0005517,2017-04-10,2017-04-20,11,Distributor,NZD,AXW291,40,5,12,1058.6,635.1600000000001,12703.2,7621.920000000001,5081.28
SO - 0002012,2017-04-12,2017-04-28,35,Distributor,NZD,AXW291,88,5,11,5319.8,3298.2760000000003,58517.8,36281.036,22236.764000000003
SO - 0004523,2017-04-17,2017-04-21,29,Distributor,NZD,AXW291,46,5,10,227.8,104.788,2278.0,1047.88,1230.12
SO - 0001023,2017-04-18,2017-04-21,13,Distributor,NZD,AXW291,3,5,5,214.4,130.784,1072.0,653.92,418.08
SO - 0006949,2017-04-28,2017-05-06,36,Distributor,NZD,AXW291,27,13,10,1192.6,954.08,11926.000000000002,9540.8,2385.2000000000007
SO - 0005054,2017-05-01,2017-05-04,43,Distributor,NZD,AXW291,79,5,12,2633.1,1895.832,31597.2,22749.984,8847.216
SO - 0005144,2017-05-03,2017-05-19,4,Distributor,NZD,AXW291,47,13,11,964.8,685.008,10612.8,7535.088,3077.7120000000004
SO - 000935,2017-05-08,2017-05-19,8,Distributor,NZD,AXW291,97,14,6,2546.0,1120.24,15276.0,6721.4400000000005,8554.56
SO - 0007802,2017-05-14,2017-06-01,2,Distributor,NZD,AXW291,43,12,11,1963.1,1668.635,21594.1,18354.985,3239.1150000000016
SO - 0001129,2017-05-20,2017-06-01,21,Distributor,NZD,AXW291,27,9,5,5112.1,3271.744,25560.5,16358.72,9201.78
SO - 0006247,2017-05-22,2017-06-09,30,Distributor,NZD,AXW291,98,13,7,1675.0,1323.25,11725.0,9262.75,2462.25
SO - 0003063,2017-05-23,2017-05-31,28,Distributor,NZD,AXW291,61,5,5,1936.3,1123.054,9681.5,5615.27,4066.230000000001
SO - 0004949,2017-05-24,2017-06-05,45,Distributor,NZD,AXW291,16,13,12,2512.5,1105.5,30150.0,13266.0,16884.0
SO - 0007371,2017-05-28,2017-06-11,49,Distributor,NZD,AXW291,90,12,7,1326.6,703.0980000000001,9286.2,4921.686000000001,4364.514
SO - 0006277,2017-06-02,2017-06-20,8,Distributor,NZD,AXW291,69,8,7,1118.9,749.6630000000001,7832.300000000002,5247.6410000000005,2584.659000000001
SO - 0003577,2017-06-06,2017-06-13,17,Distributor,NZD,AXW291,10,9,7,817.4,498.614,5721.8,3490.298,2231.5020000000004
SO - 0006925,2017-06-06,2017-06-21,29,Distributor,NZD,AXW291,69,12,9,1279.7,627.053,11517.3,5643.477,5873.823000000001
SO - 0004418,2017-06-08,2017-06-11,8,Distributor,NZD,AXW291,16,9,5,743.7,468.531,3718.5,2342.655,1375.8449999999998
SO - 0004468,2017-06-08,2017-06-26,11,Distributor,NZD,AXW291,27,13,5,1045.2,512.148,5226.0,2560.74,2665.26
SO - 000284,2017-06-10,2017-06-28,48,Distributor,NZD,AXW291,11,5,10,2566.1,1052.101,25661.0,10521.009999999998,15139.990000000002
SO - 000208,2017-06-18,2017-06-22,5,Distributor,NZD,AXW291,55,5,6,207.7,135.00500000000002,1246.2,810.0300000000002,436.1699999999999
SO - 0001767,2017-06-19,2017-07-06,23,Distributor,NZD,AXW291,91,13,11,2385.2000000000003,1097.1920000000002,26237.200000000004,12069.112000000005,14168.088000000002
SO - 0002785,2017-06-19,2017-07-07,37,Distributor,NZD,AXW291,17,14,10,891.1,686.147,8911.0,6861.47,2049.53
SO - 0005320,2017-06-21,2017-07-01,12,Distributor,NZD,AXW291,17,4,5,3584.5,2509.15,17922.5,12545.749999999998,5376.750000000002
SO - 0001946,2017-06-22,2017-06-25,34,Distributor,NZD,AXW291,86,5,7,797.3,518.2450000000001,5581.1,3627.7150000000006,1953.3849999999995
SO - 0003655,2017-06-25,2017-06-28,27,Distributor,NZD,AXW291,86,13,9,1969.8,1260.672,17728.2,11346.048,6382.152
SO - 0001211,2017-06-26,2017-07-04,37,Distributor,NZD,AXW291,2,5,7,1809.0,1121.58,12663.0,7851.059999999999,4811.9400000000005
