ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 0007917,06-03-2017,19-03-2017,41,Wholesale,NZD,AXW291,85,5,6,3899.4,2807.568,23396.4,16845.408,6550.992
SO - 0007098,19-03-2017,29-03-2017,21,Wholesale,NZD,AXW291,58,5,6,1139,865.64,6834,5193.84,1640.16
SO - 0006522,25-03-2017,05-04-2017,43,Wholesale,NZD,AXW291,98,5,11,3892.7,1868.496,42819.7,20553.456,22266.244
SO - 0007134,26-03-2017,03-04-2017,12,Wholesale,NZD,AXW291,78,5,9,1125.6,517.776,10130.4,4659.984,5470.416
SO - 0005189,31-03-2017,12-04-2017,37,Wholesale,NZD,AXW291,72,5,8,180.9,124.821,1447.2,998.568,448.632
SO - 0002602,11-04-2017,15-04-2017,48,Wholesale,NZD,AXW291,53,5,7,3785.5,1514.2,26498.5,10599.4,15899.1
SO - 0004096,11-04-2017,20-04-2017,29,Wholesale,NZD,AXW291,17,5,10,6351.6,3048.768,63516,30487.68,33028.32
SO - 0002151,15-04-2017,20-04-2017,37,Wholesale,NZD,AXW291,97,5,9,1855.9,1317.689,16703.1,11859.201,4843.899
SO - 0006027,20-04-2017,02-05-2017,39,Wholesale,NZD,AXW291,94,5,7,1078.7,539.35,7550.9,3775.45,3775.45
SO - 0007745,23-04-2017,26-04-2017,36,Wholesale,NZD,AXW291,58,5,7,214.4,137.216,1500.8,960.512,540.288
SO - 0004201,01-05-2017,14-05-2017,10,Wholesale,NZD,AXW291,13,5,7,1293.1,1086.204,9051.7,7603.428,1448.272
SO - 0003531,04-05-2017,15-05-2017,41,Wholesale,NZD,AXW291,47,5,11,1902.8,1046.54,20930.8,11511.94,9418.86
SO - 0005548,12-05-2017,24-05-2017,7,Wholesale,NZD,AXW291,18,5,8,3819,2635.11,30552,21080.88,9471.12
SO - 000413,13-05-2017,22-05-2017,16,Wholesale,NZD,AXW291,98,5,9,1889.4,1398.156,17004.6,12583.404,4421.196
SO - 0007889,22-05-2017,29-05-2017,47,Wholesale,NZD,AXW291,81,5,9,5051.8,3081.598,45466.2,27734.382,17731.818
SO - 0007228,09-06-2017,12-06-2017,20,Wholesale,NZD,AXW291,82,5,6,1051.9,873.077,6311.4,5238.462,1072.938
SO - 0003052,18-06-2017,02-07-2017,25,Wholesale,NZD,AXW291,99,5,8,958.1,756.899,7664.8,6055.192,1609.608
SO - 0007583,18-06-2017,23-06-2017,24,Wholesale,NZD,AXW291,39,5,10,3698.4,3106.656,36984,31066.56,5917.44
SO - 0004945,24-06-2017,03-07-2017,47,Wholesale,NZD,AXW291,20,5,5,214.4,102.912,1072,514.56,557.44
SO - 0005903,28-06-2017,06-07-2017,44,Wholesale,NZD,AXW291,51,5,7,2472.3,1236.15,17306.1,8653.05,8653.05
SO - 0006939,06-07-2017,20-07-2017,6,Wholesale,NZD,AXW291,100,5,8,5661.5,3623.36,45292,28986.88,16305.12
SO - 0006778,14-07-2017,01-08-2017,37,Wholesale,NZD,AXW291,70,5,8,1172.5,879.375,9380,7035,2345
SO - 0004530,15-07-2017,22-07-2017,44,Wholesale,NZD,AXW291,78,5,10,4006.6,1762.904,40066,17629.04,22436.96
SO - 0004178,17-07-2017,04-08-2017,23,Wholesale,NZD,AXW291,16,5,8,1172.5,949.725,9380,7597.8,1782.2
SO - 0005734,09-08-2017,13-08-2017,49,Wholesale,NZD,AXW291,45,5,9,917.9,468.129,8261.1,4213.161,4047.939
SO - 0007445,17-08-2017,28-08-2017,22,Wholesale,NZD,AXW291,69,5,7,5889.3,4711.44,41225.1,32980.08,8245.02
SO - 0002693,31-08-2017,09-09-2017,13,Wholesale,NZD,AXW291,60,5,8,1038.5,508.865,8308,4070.92,4237.08
SO - 000136,02-09-2017,17-09-2017,28,Wholesale,NZD,AXW291,40,5,10,2278,1093.44,22780,10934.4,11845.6
SO - 0005933,02-09-2017,17-09-2017,15,Wholesale,NZD,AXW291,27,5,9,971.5,680.05,8743.5,6120.45,2623.05
SO - 0001907,09-09-2017,25-09-2017,18,Wholesale,NZD,AXW291,72,5,10,1132.3,962.455,11323,9624.55,1698.45
SO - 0003970,25-09-2017,07-10-2017,26,Wholesale,NZD,AXW291,39,5,7,1005,613.05,7035,4291.35,2743.65
SO - 0004938,25-09-2017,04-10-2017,10,Wholesale,NZD,AXW291,2,5,11,3879.3,1706.892,42672.3,18775.812,23896.488
SO - 0004612,02-10-2017,16-10-2017,21,Wholesale,NZD,AXW291,13,5,12,2619.7,2069.563,31436.4,24834.756,6601.644
SO - 0007074,02-10-2017,06-10-2017,17,Wholesale,NZD,AXW291,18,5,10,247.9,205.757,2479,2057.57,421.43
SO - 000485,18-10-2017,31-10-2017,17,Wholesale,NZD,AXW291,79,5,6,3979.8,2069.496,23878.8,12416.976,11461.824
SO - 0001506,26-10-2017,06-11-2017,30,Wholesale,NZD,AXW291,36,5,5,1098.8,527.424,5494,2637.12,2856.88
SO - 0006622,29-10-2017,01-11-2017,28,Wholesale,NZD,AXW291,87,5,6,1105.5,475.365,6633,2852.19,3780.81
SO - 0006110,13-11-2017,28-11-2017,10,Wholesale,NZD,AXW291,40,5,8,234.5,154.77,1876,1238.16,637.84
SO - 000995,19-11-2017,22-11-2017,44,Wholesale,NZD,AXW291,42,5,7,1098.8,604.34,7691.6,4230.38,3461.22
SO - 0002846,03-12-2017,06-12-2017,45,Wholesale,NZD,AXW291,78,5,9,3865.9,2628.812,34793.1,23659.308,11133.792
SO - 0006814,03-12-2017,14-12-2017,26,Wholesale,NZD,AXW291,8,5,12,187.6,155.708,2251.2,1868.496,382.704
SO - 0002390,07-12-2017,24-12-2017,49,Wholesale,NZD,AXW291,91,5,8,1159.1,857.734,9272.8,6861.872,2410.928
SO - 0001238,15-12-2017,31-12-2017,49,Wholesale,NZD,AXW291,32,5,10,2546,1782.2,25460,17822,7638
SO - 0001433,18-12-2017,21-12-2017,9,Wholesale,NZD,AXW291,40,5,11,2458.9,1819.586,27047.9,20015.446,7032.454
SO - 0006399,20-12-2017,25-12-2017,50,Wholesale,NZD,AXW291,5,5,6,1333.3,1026.641,7999.8,6159.846,1839.954
SO - 0006060,26-12-2017,11-01-2018,15,Wholesale,NZD,AXW291,93,5,8,1078.7,528.563,8629.6,4228.504,4401.096
SO - 0002818,01-01-2018,19-01-2018,13,Wholesale,NZD,AXW291,69,5,11,6405.2,4611.744,70457.2,50729.184,19728.016
SO - 0007239,16-01-2018,20-01-2018,30,Wholesale,NZD,AXW291,61,5,10,3906.1,2695.209,39061,26952.09,12108.91
SO - 0005184,17-01-2018,28-01-2018,26,Wholesale,NZD,AXW291,84,5,8,3845.8,2499.77,30766.4,19998.16,10768.24
SO - 0003346,21-01-2018,24-01-2018,47,Wholesale,NZD,AXW291,7,5,5,1869.3,1401.975,9346.5,7009.875,2336.625
SO - 0004348,24-01-2018,28-01-2018,16,Wholesale,NZD,AXW291,54,5,12,2693.4,1131.228,32320.8,13574.736,18746.064
SO - 0003035,03-02-2018,20-02-2018,42,Wholesale,NZD,AXW291,78,5,12,4006.6,1843.036,48079.2,22116.432,25962.768
SO - 000338,13-02-2018,22-02-2018,49,Wholesale,NZD,AXW291,71,5,8,1755.4,930.362,14043.2,7442.896,6600.304
SO - 0005142,19-02-2018,27-02-2018,12,Wholesale,NZD,AXW291,41,5,6,1018.4,661.96,6110.4,3971.76,2138.64
SO - 0007808,27-02-2018,14-03-2018,41,Wholesale,NZD,AXW291,53,5,11,1701.8,748.792,18719.8,8236.712,10483.088
SO - 0002229,28-02-2018,06-03-2018,14,Wholesale,NZD,AXW291,83,5,8,2653.2,2069.496,21225.6,16555.968,4669.632
SO - 0007562,06-03-2018,18-03-2018,13,Wholesale,NZD,AXW291,98,5,5,5487.3,3292.38,27436.5,16461.9,10974.6
SO - 0006482,11-03-2018,24-03-2018,40,Wholesale,NZD,AXW291,9,5,8,3892.7,1634.934,31141.6,13079.472,18062.128
SO - 0006506,16-03-2018,03-04-2018,12,Wholesale,NZD,AXW291,77,5,12,6157.3,4433.256,73887.6,53199.072,20688.528
SO - 000667,20-03-2018,05-04-2018,10,Wholesale,NZD,AXW291,40,5,6,904.5,461.295,5427,2767.77,2659.23
SO - 0002535,22-03-2018,01-04-2018,9,Wholesale,NZD,AXW291,93,5,7,5360,2840.8,37520,19885.6,17634.4
SO - 0004502,01-04-2018,17-04-2018,9,Wholesale,NZD,AXW291,5,5,11,3986.5,2391.9,43851.5,26310.9,17540.6
SO - 0006366,15-04-2018,22-04-2018,36,Wholesale,NZD,AXW291,96,5,5,1715.2,1080.576,8576,5402.88,3173.12
SO - 0003442,17-04-2018,29-04-2018,16,Wholesale,NZD,AXW291,33,5,10,6378.4,3061.632,63784,30616.32,33167.68
SO - 0004784,28-04-2018,08-05-2018,26,Wholesale,NZD,AXW291,53,5,8,2532.6,1519.56,20260.8,12156.48,8104.32
SO - 0003901,01-01-2017,05-01-2017,12,Wholesale,NZD,AXW291,58,13,5,1728.6,1019.874,8643,5099.37,3543.63
SO - 0005824,06-01-2017,17-01-2017,21,Wholesale,NZD,AXW291,5,13,6,1112.2,778.54,6673.2,4671.24,2001.96
SO - 0006514,06-01-2017,19-01-2017,36,Wholesale,NZD,AXW291,30,10,10,1078.7,431.48,10787,4314.8,6472.2
SO - 0006820,06-01-2017,11-01-2017,20,Wholesale,NZD,AXW291,39,6,7,1145.7,515.565,8019.9,3608.955,4410.945
SO - 0002398,09-01-2017,13-01-2017,32,Wholesale,NZD,AXW291,42,13,12,1996.6,1637.212,23959.2,19646.544,4312.656
SO - 0002331,17-01-2017,25-01-2017,18,Wholesale,NZD,AXW291,66,6,6,1822.4,1111.664,10934.4,6669.984,4264.416
SO - 000418,18-01-2017,27-01-2017,13,Wholesale,NZD,AXW291,76,13,7,703.5,316.575,4924.5,2216.025,2708.475
SO - 0002217,19-01-2017,05-02-2017,21,Wholesale,NZD,AXW291,66,14,9,1098.8,483.472,9889.2,4351.248,5537.952
SO - 0002721,31-01-2017,16-02-2017,17,Wholesale,NZD,AXW291,68,14,10,6311.4,4986.006,63114,49860.06,13253.94
SO - 0003944,31-01-2017,05-02-2017,44,Wholesale,NZD,AXW291,100,13,12,268,171.52,3216,2058.24,1157.76
SO - 0002055,01-02-2017,15-02-2017,4,Wholesale,NZD,AXW291,55,12,5,1185.9,960.579,5929.5,4802.895,1126.605
SO - 0004604,02-02-2017,14-02-2017,21,Wholesale,NZD,AXW291,16,9,5,1078.7,776.664,5393.5,3883.32,1510.18
SO - 0004754,04-02-2017,10-02-2017,33,Wholesale,NZD,AXW291,21,12,8,6304.7,5106.807,50437.6,40854.456,9583.144
SO - 0001838,05-02-2017,11-02-2017,30,Wholesale,NZD,AXW291,12,12,10,2566.1,1950.236,25661,19502.36,6158.64
SO - 0005011,07-02-2017,25-02-2017,17,Wholesale,NZD,AXW291,9,14,10,1005,592.95,10050,5929.5,4120.5
SO - 0006973,09-02-2017,27-02-2017,3,Wholesale,NZD,AXW291,36,3,12,1132.3,849.225,13587.6,10190.7,3396.9
SO - 0006144,10-02-2017,20-02-2017,50,Wholesale,NZD,AXW291,19,6,8,2345,1735.3,18760,13882.4,4877.6
SO - 0001060,11-02-2017,20-02-2017,4,Wholesale,NZD,AXW291,50,9,12,1139,740.35,13668,8884.2,4783.8
SO - 0005703,12-02-2017,22-02-2017,10,Wholesale,NZD,AXW291,52,13,9,1078.7,571.711,9708.3,5145.399,4562.901
SO - 0005410,14-02-2017,20-02-2017,40,Wholesale,NZD,AXW291,6,9,11,5045.1,3279.315,55496.1,36072.465,19423.635
SO - 0005254,15-02-2017,27-02-2017,35,Wholesale,NZD,AXW291,91,10,6,1969.8,1181.88,11818.8,7091.28,4727.52
SO - 0004466,16-02-2017,02-03-2017,10,Wholesale,NZD,AXW291,41,9,8,174.2,85.358,1393.6,682.864,710.736
SO - 0001617,28-02-2017,13-03-2017,4,Wholesale,NZD,AXW291,100,3,8,247.9,99.16,1983.2,793.28,1189.92
SO - 0006656,28-02-2017,08-03-2017,19,Wholesale,NZD,AXW291,76,12,8,844.2,641.592,6753.6,5132.736,1620.864
SO - 0007723,28-02-2017,06-03-2017,50,Wholesale,NZD,AXW291,83,13,8,2854.2,1712.52,22833.6,13700.16,9133.44
SO - 0005931,03-03-2017,11-03-2017,17,Wholesale,NZD,AXW291,21,9,11,1139,933.98,12529,10273.78,2255.22
SO - 0003950,05-03-2017,22-03-2017,43,Wholesale,NZD,AXW291,2,4,12,978.2,528.228,11738.4,6338.736,5399.664
SO - 000712,07-03-2017,13-03-2017,28,Wholesale,NZD,AXW291,73,9,5,837.5,460.625,4187.5,2303.125,1884.375
SO - 0007406,09-03-2017,21-03-2017,8,Wholesale,NZD,AXW291,29,3,10,1708.5,1008.015,17085,10080.15,7004.85
SO - 0005434,17-03-2017,02-04-2017,49,Wholesale,NZD,AXW291,96,12,9,6344.9,4124.185,57104.1,37117.665,19986.435
SO - 0007440,19-03-2017,04-04-2017,48,Wholesale,NZD,AXW291,59,9,5,227.8,157.182,1139,785.91,353.09
SO - 0007361,25-03-2017,29-03-2017,13,Wholesale,NZD,AXW291,77,12,11,201,116.58,2211,1282.38,928.62
SO - 000488,26-03-2017,02-04-2017,41,Wholesale,NZD,AXW291,39,6,7,1822.4,801.856,12756.8,5612.992,7143.808
SO - 0006106,27-03-2017,30-03-2017,24,Wholesale,NZD,AXW291,28,10,9,3886,2059.58,34974,18536.22,16437.78
SO - 0003153,01-04-2017,07-04-2017,19,Wholesale,NZD,AXW291,29,9,9,6170.7,5121.681,55536.3,46095.129,9441.171
SO - 0003546,01-04-2017,08-04-2017,38,Wholesale,NZD,AXW291,36,13,11,1118.9,469.938,12307.9,5169.318,7138.582
SO - 0006484,01-04-2017,11-04-2017,1,Wholesale,NZD,AXW291,59,12,11,1721.9,947.045,18940.9,10417.495,8523.405
SO - 0005342,06-04-2017,23-04-2017,30,Wholesale,NZD,AXW291,54,3,10,1098.8,747.184,10988,7471.84,3516.16
SO - 000239,07-04-2017,20-04-2017,2,Wholesale,NZD,AXW291,26,9,9,1219.4,695.058,10974.6,6255.522,4719.078
SO - 0002536,07-04-2017,23-04-2017,30,Wholesale,NZD,AXW291,97,13,12,1118.9,783.23,13426.8,9398.76,4028.04
SO - 0002880,11-04-2017,24-04-2017,43,Wholesale,NZD,AXW291,39,12,7,2231.1,1472.526,15617.7,10307.682,5310.018
SO - 0004977,17-04-2017,30-04-2017,21,Wholesale,NZD,AXW291,30,8,5,1139,466.99,5695,2334.95,3360.05
SO - 0007914,17-04-2017,21-04-2017,39,Wholesale,NZD,AXW291,62,13,11,1708.5,854.25,18793.5,9396.75,9396.75
SO - 0002864,18-04-2017,28-04-2017,9,Wholesale,NZD,AXW291,99,13,7,1782.2,712.88,12475.4,4990.16,7485.24
SO - 0002943,01-05-2017,06-05-2017,47,Wholesale,NZD,AXW291,55,6,10,5661.5,2660.905,56615,26609.05,30005.95
SO - 0006448,03-05-2017,09-05-2017,40,Wholesale,NZD,AXW291,40,8,9,6190.8,3900.204,55717.2,35101.836,20615.364
SO - 0002601,06-05-2017,19-05-2017,9,Wholesale,NZD,AXW291,55,9,12,6137.2,3375.46,73646.4,40505.52,33140.88
SO - 0005836,07-05-2017,17-05-2017,35,Wholesale,NZD,AXW291,7,6,12,670,569.5,8040,6834,1206
SO - 0001195,08-05-2017,12-05-2017,41,Wholesale,NZD,AXW291,84,13,6,5112.1,2913.897,30672.6,17483.382,13189.218
SO - 0003975,11-05-2017,14-05-2017,31,Wholesale,NZD,AXW291,55,9,11,234.5,98.49,2579.5,1083.39,1496.11
SO - 0001906,13-05-2017,30-05-2017,17,Wholesale,NZD,AXW291,81,10,11,1293.1,1021.549,14224.1,11237.039,2987.061
SO - 0002947,16-05-2017,03-06-2017,36,Wholesale,NZD,AXW291,84,13,8,2432.1,972.84,19456.8,7782.72,11674.08
SO - 0004091,17-05-2017,30-05-2017,15,Wholesale,NZD,AXW291,51,13,10,180.9,86.832,1809,868.32,940.68
SO - 0006374,17-05-2017,27-05-2017,38,Wholesale,NZD,AXW291,78,13,8,1125.6,855.456,9004.8,6843.648,2161.152
SO - 0007093,19-05-2017,25-05-2017,40,Wholesale,NZD,AXW291,91,10,12,241.2,120.6,2894.4,1447.2,1447.2
SO - 0003304,23-05-2017,28-05-2017,37,Wholesale,NZD,AXW291,36,12,12,1051.9,778.406,12622.8,9340.872,3281.928
SO - 0001005,25-05-2017,06-06-2017,21,Wholesale,NZD,AXW291,44,13,12,3832.4,2682.68,45988.8,32192.16,13796.64
SO - 0006612,05-06-2017,11-06-2017,18,Wholesale,NZD,AXW291,43,12,5,3946.3,1933.687,19731.5,9668.435,10063.065
SO - 0004838,08-06-2017,19-06-2017,44,Wholesale,NZD,AXW291,4,13,5,3819,2864.25,19095,14321.25,4773.75
SO - 0007559,08-06-2017,17-06-2017,36,Wholesale,NZD,AXW291,91,6,9,3289.7,2500.172,29607.3,22501.548,7105.752
SO - 0001152,12-06-2017,30-06-2017,32,Wholesale,NZD,AXW291,46,13,5,1165.8,886.008,5829,4430.04,1398.96
SO - 0002252,12-06-2017,19-06-2017,45,Wholesale,NZD,AXW291,42,13,8,3899.4,2300.646,31195.2,18405.168,12790.032
SO - 000465,13-06-2017,21-06-2017,15,Wholesale,NZD,AXW291,39,9,5,2425.4,1430.986,12127,7154.93,4972.07
SO - 0001532,13-06-2017,16-06-2017,34,Wholesale,NZD,AXW291,23,3,12,3973.1,1708.433,47677.2,20501.196,27176.004
SO - 0004693,13-06-2017,25-06-2017,6,Wholesale,NZD,AXW291,80,9,5,3986.5,2910.145,19932.5,14550.725,5381.775
SO - 0002582,14-06-2017,02-07-2017,4,Wholesale,NZD,AXW291,16,13,9,998.3,798.64,8984.7,7187.76,1796.94
SO - 0003530,16-06-2017,03-07-2017,42,Wholesale,NZD,AXW291,12,3,12,214.4,175.808,2572.8,2109.696,463.104
SO - 0001865,17-06-2017,26-06-2017,30,Wholesale,NZD,AXW291,83,13,12,1708.5,1349.715,20502,16196.58,4305.42
SO - 0003871,19-06-2017,03-07-2017,16,Wholesale,NZD,AXW291,83,12,7,790.6,434.83,5534.2,3043.81,2490.39
SO - 0003698,21-06-2017,07-07-2017,34,Wholesale,NZD,AXW291,90,9,11,1011.7,566.552,11128.7,6232.072,4896.628
SO - 0007676,21-06-2017,30-06-2017,21,Wholesale,NZD,AXW291,86,9,8,3953,2608.98,31624,20871.84,10752.16
SO - 000948,06-07-2017,18-07-2017,10,Wholesale,NZD,AXW291,97,13,7,924.6,730.434,6472.2,5113.038,1359.162
SO - 0002207,09-07-2017,14-07-2017,5,Wholesale,NZD,AXW291,32,9,6,1018.4,773.984,6110.4,4643.904,1466.496
SO - 0006972,11-07-2017,24-07-2017,43,Wholesale,NZD,AXW291,44,9,9,998.3,748.725,8984.7,6738.525,2246.175
SO - 0002796,13-07-2017,30-07-2017,16,Wholesale,NZD,AXW291,17,6,7,2559.4,2047.52,17915.8,14332.64,3583.16
SO - 0007749,14-07-2017,29-07-2017,36,Wholesale,NZD,AXW291,19,9,9,683.4,362.202,6150.6,3259.818,2890.782
SO - 0003864,16-07-2017,26-07-2017,23,Wholesale,NZD,AXW291,32,12,8,3149,1731.95,25192,13855.6,11336.4
SO - 0002521,17-07-2017,30-07-2017,5,Wholesale,NZD,AXW291,66,3,10,221.1,117.183,2211,1171.83,1039.17
SO - 0002597,18-07-2017,26-07-2017,5,Wholesale,NZD,AXW291,15,8,12,1326.6,1074.546,15919.2,12894.552,3024.648
SO - 0005153,22-07-2017,07-08-2017,20,Wholesale,NZD,AXW291,34,14,7,2010,1045.2,14070,7316.4,6753.6
SO - 0006398,24-07-2017,02-08-2017,6,Wholesale,NZD,AXW291,6,13,6,3417,2084.37,20502,12506.22,7995.78
SO - 0003979,26-07-2017,04-08-2017,47,Wholesale,NZD,AXW291,21,6,7,268,227.8,1876,1594.6,281.4
SO - 0005313,26-07-2017,31-07-2017,4,Wholesale,NZD,AXW291,49,9,9,1045.2,773.448,9406.8,6961.032,2445.768
SO - 0001354,02-08-2017,16-08-2017,14,Wholesale,NZD,AXW291,82,9,5,2010,1346.7,10050,6733.5,3316.5
SO - 0003744,06-08-2017,21-08-2017,27,Wholesale,NZD,AXW291,49,13,12,3678.3,2464.461,44139.6,29573.532,14566.068
SO - 0003606,13-08-2017,31-08-2017,11,Wholesale,NZD,AXW291,98,3,7,2941.3,2058.91,20589.1,14412.37,6176.73
SO - 0002789,14-08-2017,24-08-2017,14,Wholesale,NZD,AXW291,18,4,11,3839.1,1650.813,42230.1,18158.943,24071.157
SO - 0002845,14-08-2017,24-08-2017,15,Wholesale,NZD,AXW291,9,14,11,1051.9,725.811,11570.9,7983.921,3586.979
SO - 0003770,17-08-2017,03-09-2017,28,Wholesale,NZD,AXW291,13,13,9,5333.2,4159.896,47998.8,37439.064,10559.736
SO - 0007865,24-08-2017,10-09-2017,45,Wholesale,NZD,AXW291,33,10,8,2894.4,2373.408,23155.2,18987.264,4167.936
SO - 0001320,28-08-2017,02-09-2017,24,Wholesale,NZD,AXW291,20,13,10,3926.2,2120.148,39262,21201.48,18060.52
SO - 0007323,28-08-2017,13-09-2017,49,Wholesale,NZD,AXW291,23,14,12,1762.1,1497.785,21145.2,17973.42,3171.78
SO - 0005938,31-08-2017,04-09-2017,12,Wholesale,NZD,AXW291,46,8,5,1025.1,584.307,5125.5,2921.535,2203.965
SO - 0006244,01-09-2017,13-09-2017,41,Wholesale,NZD,AXW291,23,14,12,3832.4,1647.932,45988.8,19775.184,26213.616
SO - 0006941,01-09-2017,10-09-2017,7,Wholesale,NZD,AXW291,24,14,6,2633.1,1079.571,15798.6,6477.426,9321.174
SO - 0001879,02-09-2017,08-09-2017,26,Wholesale,NZD,AXW291,80,12,7,2432.1,1021.482,17024.7,7150.374,9874.326
SO - 0002823,04-09-2017,11-09-2017,46,Wholesale,NZD,AXW291,8,13,9,1051.9,662.697,9467.1,5964.273,3502.827
SO - 0002452,10-09-2017,24-09-2017,41,Wholesale,NZD,AXW291,61,3,5,1132.3,871.871,5661.5,4359.355,1302.145
SO - 0004729,10-09-2017,21-09-2017,30,Wholesale,NZD,AXW291,70,12,8,1098.8,472.484,8790.4,3779.872,5010.528
SO - 0007237,12-09-2017,26-09-2017,10,Wholesale,NZD,AXW291,66,13,6,1721.9,947.045,10331.4,5682.27,4649.13
SO - 0001270,13-09-2017,21-09-2017,12,Wholesale,NZD,AXW291,79,10,12,1085.4,477.576,13024.8,5730.912,7293.888
SO - 0001943,13-09-2017,16-09-2017,42,Wholesale,NZD,AXW291,45,13,9,978.2,626.048,8803.8,5634.432,3169.368
SO - 0007568,13-09-2017,17-09-2017,36,Wholesale,NZD,AXW291,16,4,8,1098.8,879.04,8790.4,7032.32,1758.08
SO - 0006016,14-09-2017,26-09-2017,31,Wholesale,NZD,AXW291,44,13,11,884.4,442.2,9728.4,4864.2,4864.2
SO - 000833,17-09-2017,24-09-2017,31,Wholesale,NZD,AXW291,79,12,11,1145.7,687.42,12602.7,7561.62,5041.08
SO - 0002619,17-09-2017,04-10-2017,24,Wholesale,NZD,AXW291,24,13,7,3825.7,2180.649,26779.9,15264.543,11515.357
SO - 0001464,21-09-2017,30-09-2017,34,Wholesale,NZD,AXW291,76,13,5,1681.7,1194.007,8408.5,5970.035,2438.465
SO - 0006643,24-09-2017,29-09-2017,23,Wholesale,NZD,AXW291,62,13,8,1065.3,681.792,8522.4,5454.336,3068.064
SO - 0007081,24-09-2017,29-09-2017,45,Wholesale,NZD,AXW291,54,12,7,911.2,646.952,6378.4,4528.664,1849.736
SO - 0007930,28-09-2017,05-10-2017,15,Wholesale,NZD,AXW291,35,12,9,1045.2,512.148,9406.8,4609.332,4797.468
SO - 0001540,30-09-2017,13-10-2017,23,Wholesale,NZD,AXW291,41,3,11,1098.8,780.148,12086.8,8581.628,3505.172
SO - 0001830,30-09-2017,09-10-2017,45,Wholesale,NZD,AXW291,10,13,11,6143.9,4362.169,67582.9,47983.859,19599.041
SO - 0001458,03-10-2017,08-10-2017,12,Wholesale,NZD,AXW291,66,4,9,1011.7,435.031,9105.3,3915.279,5190.021
SO - 0006796,04-10-2017,17-10-2017,35,Wholesale,NZD,AXW291,94,12,10,5735.2,4416.104,57352,44161.04,13190.96
SO - 0007543,06-10-2017,17-10-2017,37,Wholesale,NZD,AXW291,78,13,5,1118.9,850.364,5594.5,4251.82,1342.68
SO - 0001825,07-10-2017,19-10-2017,35,Wholesale,NZD,AXW291,22,3,12,897.8,619.482,10773.6,7433.784,3339.816
SO - 0007103,07-10-2017,13-10-2017,17,Wholesale,NZD,AXW291,32,13,12,3825.7,2869.275,45908.4,34431.3,11477.1
SO - 0004648,15-10-2017,26-10-2017,12,Wholesale,NZD,AXW291,6,14,5,1139,615.06,5695,3075.3,2619.7
SO - 0002754,20-10-2017,24-10-2017,49,Wholesale,NZD,AXW291,68,13,11,6371.7,5033.643,70088.7,55370.073,14718.627
SO - 0006011,20-10-2017,04-11-2017,3,Wholesale,NZD,AXW291,95,3,6,3262.9,1925.111,19577.4,11550.666,8026.734
SO - 000255,21-10-2017,27-10-2017,22,Wholesale,NZD,AXW291,71,8,12,221.1,126.027,2653.2,1512.324,1140.876
SO - 0006595,21-10-2017,08-11-2017,34,Wholesale,NZD,AXW291,62,9,10,1045.2,648.024,10452,6480.24,3971.76
SO - 0005449,23-10-2017,06-11-2017,43,Wholesale,NZD,AXW291,88,9,6,3979.8,1790.91,23878.8,10745.46,13133.34
SO - 0007238,23-10-2017,05-11-2017,17,Wholesale,NZD,AXW291,42,8,6,1963.1,1472.325,11778.6,8833.95,2944.65
SO - 0004494,25-10-2017,05-11-2017,13,Wholesale,NZD,AXW291,13,9,6,2619.7,1100.274,15718.2,6601.644,9116.556
SO - 0004812,27-10-2017,30-10-2017,6,Wholesale,NZD,AXW291,85,13,7,3845.8,1922.9,26920.6,13460.3,13460.3
SO - 0004749,28-10-2017,06-11-2017,11,Wholesale,NZD,AXW291,87,9,11,817.4,678.442,8991.4,7462.862,1528.538
SO - 0002775,02-11-2017,16-11-2017,1,Wholesale,NZD,AXW291,6,4,12,984.9,502.299,11818.8,6027.588,5791.212
SO - 0005296,11-11-2017,16-11-2017,24,Wholesale,NZD,AXW291,69,14,7,1005,713.55,7035,4994.85,2040.15
SO - 0007866,18-11-2017,28-11-2017,29,Wholesale,NZD,AXW291,76,13,7,3993.2,3114.696,27952.4,21802.872,6149.528
SO - 0006270,20-11-2017,04-12-2017,46,Wholesale,NZD,AXW291,78,14,7,1031.8,474.628,7222.6,3322.396,3900.204
SO - 0007922,20-11-2017,05-12-2017,12,Wholesale,NZD,AXW291,72,10,12,1078.7,744.303,12944.4,8931.636,4012.764
SO - 0001725,25-11-2017,09-12-2017,50,Wholesale,NZD,AXW291,83,14,8,6525.8,2806.094,52206.4,22448.752,29757.648
SO - 0001951,27-11-2017,02-12-2017,38,Wholesale,NZD,AXW291,62,6,10,6197.5,3594.55,61975,35945.5,26029.5
SO - 000903,13-12-2017,26-12-2017,13,Wholesale,NZD,AXW291,66,13,12,810.7,551.276,9728.4,6615.312,3113.088
SO - 0002402,14-12-2017,24-12-2017,12,Wholesale,NZD,AXW291,39,3,6,5976.4,3585.84,35858.4,21515.04,14343.36
SO - 0006575,16-12-2017,01-01-2018,42,Wholesale,NZD,AXW291,77,13,8,2680,2251.2,21440,18009.6,3430.4
SO - 000164,17-12-2017,22-12-2017,40,Wholesale,NZD,AXW291,4,9,12,2257.9,1761.162,27094.8,21133.944,5960.856
